"scientific_name","taxonomy_id","entry_counts","rank","domain","virus_genome","virus_strand","virus_strand_sense","virus_capsid","virus_capsid_symmetry","pathogen","pathogen_host","volunteer_name","source","reference"
"Dyoxipapillomavirus",1513246,3,"genus","Virus","DNA","ds","Negative_strand","Naked","Icosahedral","Yes","Animal Human","Kiowa Gatewood Koshiq Hossain Laila Gad","TMD","Bernard, Hans-Ulrich, et al. “Classification of Papillomaviruses (PVs) Based on 189 PV Types and Proposal of Taxonomic Amendments.” Virology, vol. 401, no. 1, May 2010, pp. 70–79. PubMed Central, doi:10.1016/j.virol.2010.02.002.

Dyoxipapillomavirus ~ ViralZone Page. https://viralzone.expasy.org/6614?outline=all_by_species. Accessed 28 Oct. 2020. Bernard, Hans-Ulrich, et al. “Classification of Papillomaviruses (PVs) Based on 189 PV Types and Proposal of Taxonomic Amendments.” Virology, vol. 401, no. 1, May 2010, pp. 70–79. PubMed Central, doi:10.1016/j.virol.2010.02.002. “Papillomaviridae - Papillomaviridae - DsDNA Viruses.” International Committee on Taxonomy of Viruses (ICTV), https://talk.ictvonline.org/ictv-reports/ictv_online_report/dsdna-viruses/w/papillomaviridae. Accessed 1 Nov. 2020."
"Dyonupapillomavirus 1",1513250,2,"species","Virus","DNA","ds","Unknown","Naked","Incongruent","Incongruent","Animal","Aileen Li Alan Mancheril","TMD","Dyonupapillomavirus ~ ViralZone Page. https://viralzone.expasy.org/6608. Accessed 8 Sept. 2020.
“Genus: Dyonupapillomavirus - Papillomaviridae - DsDNA Viruses.” International Committee on Taxonomy of Viruses (ICTV), https://talk.ictvonline.org/ictv-reports/ictv_online_report/dsdna-viruses/w/papillomaviridae/930/genus-dyonupapillomavirus. Accessed 8 Sept. 2020.
Taxonomy Browser (Dyonupapillomavirus). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1513241&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 8 Sept. 2020.
Taxonomy Browser (Dyonupapillomavirus 1). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1513250&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 8 Sept. 2020. Mcmurray, H. R., et al. “Biology of Human Papillomaviruses.” International Journal of Experimental Pathology, vol. 82, no. 1, Jan. 2001, p. 15. www.ncbi.nlm.nih.gov, doi:10.1046/j.1365-2613.2001.00177.x."
"Dyosigmapapillomavirus 1",1513254,3,"species","Virus","DNA","ds","","Naked","Icosahedral","Yes","Animal","Jarair Tahsin Jayati Mondal Jin Hee Yoo","TMD","Dyosigmapapillomavirus ~ ViralZone Page. https://viralzone.expasy.org/6612. Accessed 17 Jan. 2021.

Taxonomy Browser (Dyosigmapapillomavirus 1). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1513254&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&lin=f&keep=1&srchmode=1&unlock. Accessed 17 Jan. 2021. Dyosigmapapillomavirus ~ ViralZone Page. https://viralzone.expasy.org/6612. Accessed 5 Jan. 2021.

Rogovskyy, Artem S., et al. “A Novel Papillomavirus Isolated from Proliferative Skin Lesions of a Wild American Beaver (Castor Canadensis).” Journal of Veterinary Diagnostic Investigation: Official Publication of the American Association of Veterinary Laboratory Diagnosticians, Inc, vol. 24, no. 4, July 2012, pp. 750–54. PubMed, doi:10.1177/1040638712448654. “Update on Human Papilloma Virus - Part I: Epidemiology, Pathogenesis, and Clinical Spectrum.” Anais Brasileiros de Dermatologia, Dec. 2020. www.sciencedirect.com, doi:10.1016/j.abd.2020.11.003.

Liu, Ping, et al. “Detection and Genome Characterization of Two Novel Papillomaviruses and a Novel Polyomavirus in Tree Shrew (Tupaia Belangeri Chinensis) in China.” Virology Journal, vol. 16, no. 1, Mar. 2019, p. 35. Springer Link, doi:10.1186/s12985-019-1141-9."
"Gammapapillomavirus 13",1513258,3,"species","Virus","DNA","ds","Unknown","Naked","Icosahedral","Yes","Human","Joo Sun Priscilla Mun Jose Agregado Jonathan Gao","TMD","Gammapapillomavirus ~ ViralZone Page. https://viralzone.expasy.org/189?outline=all_by_species. Accessed 31 Dec. 2020. Sias, Catia, et al. “Alpha, Beta, Gamma Human PapillomaViruses (HPV) Detection with a Different Sets of Primers in Oropharyngeal Swabs, Anal and Cervical Samples.” Virology Journal, vol. 16, Mar. 2019. PubMed Central, doi:10.1186/s12985-019-1132-x. Gammapapillomavirus ~ ViralZone Page. https://viralzone.expasy.org/189?outline=all_by_species. Accessed 21 Dec. 2020.

Genus: Gammapapillomavirus - Papillomaviridae - DsDNA Viruses - ICTV. https://talk.ictvonline.org/ictv-reports/ictv_online_report/dsdna-viruses/w/papillomaviridae/899/genus-gammapapillomavirus. Accessed 21 Dec. 2020."
"Gammapapillomavirus 16",1513261,2,"species","Virus","DNA","ds","Unknown","Naked","Incongruent","Yes","Animal Human","Nekadam Sezan Naomi Paulino Cepeda","TMD","Humans, IARC Working Group on the Evaluation of Carcinogenic Risks to. Human Papillomavirus (HPV) Infection. International Agency for Research on Cancer, 2007. www.ncbi.nlm.nih.gov, https://www.ncbi.nlm.nih.gov/books/NBK321770/.

Gammapapillomavirus ~ ViralZone Page. https://viralzone.expasy.org/189?outline=all_by_species. Accessed 24 Oct. 2020.

“Papillomaviridae - Papillomaviridae - DsDNA Viruses.” International Committee on Taxonomy of Viruses (ICTV), https://talk.ictvonline.org/ictv-reports/ictv_online_report/dsdna-viruses/w/papillomaviridae#Biology. Accessed 24 Oct. 2020.

Human Papillomavirus Type 137, Complete Genome. Aug. 2018. NCBI Nucleotide Database, 389656416, NCBI Nucleotide, http://www.ncbi.nlm.nih.gov/nuccore/NC_017995.1. “Gammapapillomavirus.” Wikipedia, 1 July 2020. Wikipedia, https://en.wikipedia.org/w/index.php?title=Gammapapillomavirus&oldid=965487332.
STD Facts - Human Papillomavirus (HPV). 5 Aug. 2020, https://www.cdc.gov/std/hpv/stdfact-hpv.htm.
Taxonomy Browser (Gammapapillomavirus 16). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1513261&lvl=3&lin=f&keep=1&srchmode=1&unlock. Accessed 25 Oct. 2020."
"Cotton leafroll bushy virus",1514895,3,"no_rank","Virus","Incongruent","ss","Unknown","Unknown","","Unknown","Plant","Momotaj Jahan Moitrayee Dasgupta Mohammad Rahman","TMD","Ismayil, Asigul, et al. “Cotton Leaf Curl Multan Virus C4 Protein Suppresses Both Transcriptional and Post-Transcriptional Gene Silencing by Interacting with SAM Synthetase.” PLOS Pathogens, vol. 14, no. 8, Aug. 2018, p. e1007282. PLoS Journals, doi:10.1371/journal.ppat.1007282. Agrofoglio, Yamila C., et al. “Identification of a New Cotton Disease Caused by an Atypical Cotton Leafroll Dwarf Virus in Argentina.” Phytopathology®, vol. 107, no. 3, Mar. 2017, pp. 369–76. DOI.org (Crossref), doi:10.1094/PHYTO-09-16-0349-R. Agrofoglio, Yamila C., et al. “Identification of a New Cotton Disease Caused by an Atypical Cotton Leafroll Dwarf Virus in Argentina.” Phytopathology®, vol. 107, no. 3, Dec. 2016, pp. 369–76. apsjournals.apsnet.org (Atypon), doi:10.1094/PHYTO-09-16-0349-R."
"Chaetoceros tenuissimus DNA virus type-II",1516127,2,"species","Virus","DNA","ss","Negative_strand","Incongruent","Complex","Yes","Bacteria","Jake Cohen Jarair Tahsin","TMD","Kimura, Kei, and Yuji Tomaru. “Discovery of Two Novel Viruses Expands the Diversity of Single-Stranded DNA and Single-Stranded RNA Viruses Infecting a Cosmopolitan Marine Diatom.” Applied and Environmental Microbiology, vol. 81, no. 3, Feb. 2015, pp. 1120–31. aem.asm.org, doi:10.1128/AEM.02380-14.
---. “Effects of Temperature and Salinity on Diatom Cell Lysis by DNA and RNA Viruses.” Aquatic Microbial Ecology, vol. 79, no. 1, Apr. 2017, pp. 79–83. www.int-res.com, doi:10.3354/ame01818.
Tomaru, Yuji, and Kei Kimura. “Novel Protocol for Estimating Viruses Specifically Infecting the Marine Planktonic Diatoms.” Diversity, vol. 12, no. 6, June 2020, p. 225. www.mdpi.com, doi:10.3390/d12060225. “ Chaetoceros Tenuissimus DNA Virus Type-II SS10-8V.” JGI GOLD, https://gold.jgi.doe.gov/organism?id=Go0332435. Accessed 21 Sept. 2020.

“Chaetoceros Tenuissimus DNA Virus Type-II.” Global Biotic Interactions, https://www.globalbioticinteractions.org/?interactionType=interactsWith&sourceTaxon=NCBI%3A1516127. Accessed 21 Sept. 2020.

Kimura, Kei, and Yuji Tomaru. “Discovery of Two Novel Viruses Expands the Diversity of Single-Stranded DNA and Single-Stranded RNA Viruses Infecting a Cosmopolitan Marine Diatom.” Applied and Environmental Microbiology, vol. 81, no. 3, Feb. 2015, pp. 1120–31. aem.asm.org, doi:10.1128/AEM.02380-14.

Taxonomy Browser (Chaetoceros Tenuissimus DNA Virus Type-II). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1516127&lvl=3&p=has_linkout&p=blast_url&p=genome_blast&keep=1&srchmode=1&unlock&mod=1&log_op=modifier_toggle#modif. Accessed 21 Sept. 2020."
"Sesavirus CSL10538",1519097,3,"species","Virus","DNA","ss","Unknown","Unknown","Unknown","Yes","Animal","Amina Durakovic Amber Arif Aniqa Niha","TMD","Taxonomy Browser (Sesavirus CSL10538). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1519097. Accessed 30 Nov. 2020.

JGI GOLD | Organism. https://gold.jgi.doe.gov/organism?id=Go0333207. Accessed 30 Nov. 2020.

Sesavirus CSL10538. https://www.genome.jp/virushostdb/1519097. Accessed 30 Nov. 2020. IMG. https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2706796679. Accessed 8 Dec. 2020.

JGI GOLD | Organism. https://gold.jgi.doe.gov/organism?id=Go0333207. Accessed 8 Dec. 2020.

Taxonomy Browser (Sesavirus CSL10538). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1519097. Accessed 8 Dec. 2020. Phan, Tung Gia, et al. “Sesavirus: Prototype of a New Parvovirus Genus in Feces of a Sea Lion.” Virus Genes, vol. 50, no. 1, Feb. 2015, pp. 134–36. DOI.org (Crossref), doi:10.1007/s11262-014-1123-3."
"Sewage-associated circular DNA virus-12",1519388,2,"species","Virus","DNA","ss","Unknown","Unknown","","Incongruent","Unknown","Gazi Husain Fariha Zinnah","TMD","Kraberger, Simona, et al. “Characterisation of a Diverse Range of Circular Replication-Associated Protein Encoding DNA Viruses Recovered from a Sewage Treatment Oxidation Pond.” Infection, Genetics and Evolution: Journal of Molecular Epidemiology and Evolutionary Genetics in Infectious Diseases, vol. 31, Apr. 2015, pp. 73–86. PubMed, doi:10.1016/j.meegid.2015.01.001. IMG. https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2706795301. Accessed 11 Sept. 2020.

JGI GOLD | Organism. https://gold.jgi.doe.gov/organism?id=Go0331662. Accessed 11 Sept. 2020.

Kraberger, Simona, et al. “Characterisation of a Diverse Range of Circular Replication-Associated Protein Encoding DNA Viruses Recovered from a Sewage Treatment Oxidation Pond.” Infection, Genetics and Evolution, vol. 31, Apr. 2015, pp. 73–86. DOI.org (Crossref), doi:10.1016/j.meegid.2015.01.001."
"Sewage-associated circular DNA virus-13",1519389,3,"species","Virus","DNA","ss","Unknown","Unknown","","Yes","Animal Bacteria Fungi Human","Elizabeth Katanov Erica Aguayza Elizabeth Ghobrial","TMD","https://www.researchgate.net/publication/270966878_Characterisation_of_a_diverse_range_of_circular_replication-associated_protein_encoding_DNA_viruses_recovered_from_a_sewage_treatment_oxidation_pond

Sewage-Associated Circular DNA Virus-28. https://www.genome.jp/virushostdb/1592095. Accessed 4 Jan. 2021.
Taxonomy Browser (Sewage-Associated Circular DNA Virus-13). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=1519389. Accessed 4 Jan. 2021. Kraberger, Simona, et al. “Characterisation of a Diverse Range of Circular Replication-Associated Protein Encoding DNA Viruses Recovered from a Sewage Treatment Oxidation Pond.” Infection, Genetics and Evolution, vol. 31, Apr. 2015, pp. 73–86. DOI.org (Crossref), doi:10.1016/j.meegid.2015.01.001. Kraberger, Simona, et al. “Characterisation of a Diverse Range of Circular Replication-Associated Protein Encoding DNA Viruses Recovered from a Sewage Treatment Oxidation Pond.” Infection, Genetics and Evolution, vol. 31, Apr. 2015, pp. 73–86. DOI.org (Crossref), doi:10.1016/j.meegid.2015.01.001."
"Sewage-associated circular DNA virus-9",1519398,1,"species","Virus","DNA","ss","","Unknown","","Unknown","","Bruno Spinetti Moda","TMD","Kraberger, Simona, et al. “Characterisation of a Diverse Range of Circular Replication-Associated Protein Encoding DNA Viruses Recovered from a Sewage Treatment Oxidation Pond”. Infection, Genetics and Evolution, vol. 31, 2015, p. 73–86. DOI.org (Crossref), doi:10.1016/j.meegid.2015.01.001."
"Sewage-associated gemycircularvirus 4",1519399,2,"no_rank","Virus","DNA","ss","Unknown","Naked","Icosahedral","Incongruent","Plant","Joo Sun Priscilla Mun Jose Agregado","TMD","Gemykrogvirus ~ ViralZone Page. https://viralzone.expasy.org/7703. Accessed 19 Oct. 2020.

Sewage-Associated Gemycircularvirus 4. https://www.genome.jp/virushostdb/1519399. Accessed 19 Oct. 2020. Krupovic, Mart, et al. “Genomoviridae: A New Family of Widespread Single-Stranded DNA Viruses.” Archives of Virology, vol. 161, no. 9, Sept. 2016, pp. 2633–43. Springer Link, doi:10.1007/s00705-016-2943-3."
"Indian cardamom mosaic virus",152006,2,"no_rank","Virus","RNA","ss","Positive_strand","Naked","Incongruent","Yes","Plant","Maria Fe Gutierrez Jenny Paola Díaz Landínez","TMD","Biju, C. N., et al. “Survey and RT-PCR Based Detection of Cardamom Mosaic Virus Affecting Small Cardamom in India.” Indian Journal of Virology : An Official Organ of Indian Virological Society, vol. 21, no. 2, Oct. 2010, pp. 148–50. PubMed Central, doi:10.1007/s13337-011-0026-3.

Macluravirus ~ ViralZone Page. https://viralzone.expasy.org/617. Accessed 12 Aug. 2020. Biju, C. N., et al. «Survey and RT-PCR Based Detection of Cardamom Mosaic Virus Affecting Small Cardamom in India». Indian Journal of Virology, vol. 21, n.o 2, octubre de 2010, pp. 148-50. DOI.org (Crossref), doi:10.1007/s13337-011-0026-3.

T, Jebasingh. «Transformation of Cardamom with the RNA Dependent RNA Polymerase Gene of Cardamom mosaic virus». Journal of Applied Biotechnology & Bioengineering, vol. 3, n.o 3, junio de 2017. DOI.org (Crossref), doi:10.15406/jabb.2017.03.00066.

Damodharan, Subha, et al. «Expression and Immunological Characterization of Cardamom Mosaic Virus Coat Protein Displaying HIV Gp41 Epitopes». Microbiology and Immunology, vol. 57, n.o 5, 2013, pp. 374-85. Wiley Online Library, doi:10.1111/1348-0421.12045"
"Cyclovirus SL-108277",1520935,3,"no_rank","Virus","DNA","ss","Incongruent","Enveloped","Incongruent","Yes","Animal Human","Lauritta Gazaryan Lawrence Graham Laury Arazi","TMD","“Genus: Cyclovirus - Circoviridae - SsDNA Viruses.” International Committee on Taxonomy of Viruses (ICTV), https://talk.ictvonline.org/ictv-reports/ictv_online_report/ssdna-viruses/w/circoviridae/660/genus-cyclovirus. Accessed 2 Nov. 2020.

Takano, Tomomi, et al. “Novel Single-Stranded, Circular DNA Virus Identified in Cats in Japan.” Archives of Virology, vol. 163, no. 12, Dec. 2018, pp. 3389–93. Springer Link, doi:10.1007/s00705-018-4020-6. Cyclovirus ~ ViralZone Page. https://viralzone.expasy.org/7296. Accessed 2 Nov. 2020.

Taxonomy Browser (Root). https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi. Accessed 2 Nov. 2020.

Male, Maketalena F. Identification of CRESS DNA Viruses in Faeces of Pacific Flying Foxes in the Tongan Archipelago. 2016. ir.canterbury.ac.nz, doi:10.26021/7978. “Genus: Cyclovirus - Circoviridae - SsDNA Viruses.” International Committee on Taxonomy of Viruses (ICTV), https://talk.ictvonline.org/ictv-reports/ictv_online_report/ssdna-viruses/w/circoviridae/660/genus-cyclovirus. Accessed 1 Nov. 2020."
"Human adenovirus 21a",1521028,2,"no_rank","Virus","DNA","ds","Positive_strand","Naked","Icosahedral","Yes","Human","Inuri Galle Liyanage Jake Cohen","TMD","Hage, Elias, et al. “A Human Adenovirus Species B Subtype 21a Associated with Severe Pneumonia.” Journal of Infection, vol. 69, no. 5, Nov. 2014, pp. 490–99. ScienceDirect, doi:10.1016/j.jinf.2014.06.015.

Ye, Fuqiang, et al. “First Identification of Human Adenovirus Subtype 21a in China With MinION and Illumina Sequencers.” Frontiers in Genetics, vol. 11, 2020. Frontiers, doi:10.3389/fgene.2020.00285.

Ye, Fuqiang, et al. “First Identification of Human Adenovirus Subtype 21a in China With MinION and Illumina Sequencers.” Frontiers in Genetics, vol. 11, Apr. 2020. PubMed Central, doi:10.3389/fgene.2020.00285.

Adenoviridae ~ ViralZone Page. https://viralzone.expasy.org/4. Accessed 22 Nov. 2020. Hage, Elias, et al. “A Human Adenovirus Species B Subtype 21a Associated with Severe Pneumonia.” Journal of Infection, vol. 69, no. 5, Nov. 2014, pp. 490–99. ScienceDirect, doi:10.1016/j.jinf.2014.06.015.
Symbiotascan. VectorBase (Bioinformatics Resource for Invertebrate Vectors of Human Pathogens). VectorBase.org, 2020. DOI.org (Datacite), doi:10.15468/CQFB4O."
"Menangle virus",152219,3,"no_rank","Virus","RNA","ss","Negative_strand","Enveloped","Incongruent","Yes","Animal Human","Maira Zaidi Mahnoor Memon Maisha Uddin","TMD","Bowden, Timothy R., et al. “Menangle Virus, a Pteropid Bat Paramyxovirus Infectious for Pigs and Humans, Exhibits Tropism for Secondary Lymphoid Organs and Intestinal Epithelium in Weaned Pigs.” The Journal of General Virology, vol. 93, no. Pt 5, May 2012, pp. 1007–16. PubMed, doi:10.1099/vir.0.038448-0.

Barr, Jennifer A., et al. “Evidence of Bat Origin for Menangle Virus, a Zoonotic Paramyxovirus First Isolated from Diseased Pigs.” Journal of General Virology, vol. 93, no. 12, Dec. 2012, pp. 2590–94. DOI.org (Crossref), doi:10.1099/vir.0.045385-0.

 Menangle Virus - Infectious Disease and Antimicrobial Agents. http://www.antimicrobe.org/v27.asp. Accessed 16 Aug. 2020. (“Rubulavirinae”)
(Taxonomy Browser (Root))
(“Menangle Pararubulavirus”) Menangle Virus - Infectious Disease and Antimicrobial Agents. http://www.antimicrobe.org/v27.asp. Accessed 17 Aug. 2020."
"Human rhinovirus R12",1523262,2,"species","Virus","RNA","ss","Positive_strand","Enveloped","Icosahedral","Yes","Human","Aniqua Tultul Ansh Sharma","TMD","Jacobs, Samantha E., et al. “Human Rhinoviruses.” Clinical Microbiology Reviews, vol. 26, no. 1, Jan. 2013, pp. 135–62. PubMed Central, doi:10.1128/CMR.00077-12. Europe PMC. https://europepmc.org/article/med/29879480. Accessed 2 Dec. 2020."
"Human rhinovirus R21",1523267,3,"species","Virus","RNA","ss","Positive_strand","Naked","Icosahedral","Yes","Human","Ayah Ahmad Aysha Tabassum Bagtygul Dovletova","TMD","Enterovirus ~ ViralZone Page. https://viralzone.expasy.org/97?outline=all_by_species. Accessed 17 Jan. 2021.
Kennedy, Joshua L., et al. “Pathogenesis of Rhinovirus Infection.” Current Opinion in Virology, vol. 2, no. 3, June 2012, pp. 287–93. PubMed Central, doi:10.1016/j.coviro.2012.03.008. Kennedy, J. L., Turner, R. B., Braciale, T., Heymann, P. W., & Borish, L. (2012). Pathogenesis of rhinovirus infection. Current Opinion in Virology, 2(3), 287–293. https://doi.org/10.1016/j.coviro.2012.03.008

Perez, G. F., Kurdi, B., Megalaa, R., Pancham, K., Huseni, S., Isaza, N., Rodriguez-Martinez, C. E., Pillai, D., & Nino, G. (2018). Phenotypical characterization of human rhinovirus infections in severely premature children. Pediatrics and Neonatology, 59(3), 244–250. https://doi.org/10.1016/j.pedneo.2017.04.008 Eccles, Jacob D., et al. “T-Bet+ Memory B Cells Link to Local Cross-Reactive IgG upon Human Rhinovirus Infection.” Cell Reports, vol. 30, no. 2, 14 2020, pp. 351-366.e7. PubMed, doi:10.1016/j.celrep.2019.12.027.

Kistler, Amy L., et al. “Genome-Wide Diversity and Selective Pressure in the Human Rhinovirus.” Virology Journal, vol. 4, no. 1, May 2007, p. 40. BioMed Central, doi:10.1186/1743-422X-4-40."
